"","gene","freq","type","pam"
"39541","BCAP29",3,"RNA","Matched"
"39542","BCAP31",3,"RNA","Matched"
"39543","BCAR3",2,"RNA","Matched"
"39544","BCAS1",1,"RNA","Matched"
"39545","BCAS2",4,"RNA","Matched"
"39546","BCAS3",4,"RNA","Matched"
"39547","BCAS4",2,"RNA","Matched"
"39548","BCAT1",1,"RNA","Matched"
"39549","BCAT2",1,"RNA","Matched"
"39550","BCCIP",2,"RNA","Matched"
"39551","BCDIN3D",3,"RNA","Matched"
"39552","BCHE",3,"RNA","Matched"
"39553","BCKDHA",2,"RNA","Matched"
"39554","BCKDHB",3,"RNA","Matched"
"39555","BCKDK",1,"RNA","Matched"
"39556","BCL10",3,"RNA","Matched"
"39557","BCL11A",4,"RNA","Matched"
"39558","BCL11B",3,"RNA","Matched"
"39559","BCL2",4,"RNA","Matched"
"39560","BCL2L1",4,"RNA","Matched"
"39561","BCL2L11",1,"RNA","Matched"
"39562","BCL2L12",1,"RNA","Matched"
"39563","BCL2L13",1,"RNA","Matched"
"39564","BCL2L14",2,"RNA","Matched"
"39565","BCL2L15",1,"RNA","Matched"
"39566","BCL2L2",3,"RNA","Matched"
"39567","BCL2L2-PABPN1",3,"RNA","Matched"
"39568","BCL3",3,"RNA","Matched"
"39569","BCL6",1,"RNA","Matched"
"39570","BCL6B",2,"RNA","Matched"
"39571","BCL7A",3,"RNA","Matched"
"39572","BCL7B",3,"RNA","Matched"
"39573","BCL7C",3,"RNA","Matched"
"39574","BCLAF1",2,"RNA","Matched"
"39575","BCO1",3,"RNA","Matched"
"39576","BCO2",2,"RNA","Matched"
"39577","BCOR",3,"RNA","Matched"
"39578","BCORL1",2,"RNA","Matched"
"39579","BCS1L",3,"RNA","Matched"
"39580","BDH1",2,"RNA","Matched"
"39581","BDH2",2,"RNA","Matched"
"39582","BDKRB1",2,"RNA","Matched"
"39583","BDKRB2",2,"RNA","Matched"
"39584","BEAN1",1,"RNA","Matched"
"39585","BECN1",3,"RNA","Matched"
"39586","BECN2",1,"RNA","Matched"
"39587","BEGAIN",2,"RNA","Matched"
"39588","BEND2",1,"RNA","Matched"
"39589","BEND3",2,"RNA","Matched"
"39590","BEND4",2,"RNA","Matched"
"39591","BEND5",3,"RNA","Matched"
"39592","BEND6",4,"RNA","Matched"
"39593","BEND7",3,"RNA","Matched"
"39594","BEST1",2,"RNA","Matched"
"39595","BEST2",2,"RNA","Matched"
"39596","BEST3",2,"RNA","Matched"
"39597","BEST4",3,"RNA","Matched"
"39598","BET1",2,"RNA","Matched"
"39599","BET1L",4,"RNA","Matched"
"39600","BEX1",2,"RNA","Matched"
"39601","BEX2",1,"RNA","Matched"
"39602","BEX4",4,"RNA","Matched"
"39603","BFAR",3,"RNA","Matched"
"39604","BFSP1",1,"RNA","Matched"
"39605","BFSP2",3,"RNA","Matched"
"39606","BGLAP",2,"RNA","Matched"
"39607","BGN",1,"RNA","Matched"
"39608","BHLHA15",2,"RNA","Matched"
"39609","BHLHA9",1,"RNA","Matched"
"39610","BHLHB9",2,"RNA","Matched"
"39611","BHLHE22",3,"RNA","Matched"
"39612","BHLHE23",2,"RNA","Matched"
"39613","BHLHE40",2,"RNA","Matched"
"39614","BHLHE41",3,"RNA","Matched"
"39615","BHMT",2,"RNA","Matched"
"39616","BHMT2",1,"RNA","Matched"
"39617","BICC1",3,"RNA","Matched"
"39618","BICD1",2,"RNA","Matched"
"39619","BICD2",3,"RNA","Matched"
"39620","BIN1",2,"RNA","Matched"
"39621","BIN2",2,"RNA","Matched"
"39622","BIRC2",3,"RNA","Matched"
"39623","BIRC3",1,"RNA","Matched"
"39624","BIRC5",3,"RNA","Matched"
"39625","BIRC6",4,"RNA","Matched"
"39626","BIRC7",3,"RNA","Matched"
"39627","BIVM",1,"RNA","Matched"
"39628","BIVM-ERCC5",1,"RNA","Matched"
"39629","BLCAP",4,"RNA","Matched"
"39630","BLID",3,"RNA","Matched"
"39631","BLM",2,"RNA","Matched"
"39632","BLMH",2,"RNA","Matched"
"39633","BLNK",2,"RNA","Matched"
"39634","BLOC1S1",2,"RNA","Matched"
"39635","BLOC1S2",3,"RNA","Matched"
"39636","BLOC1S5",3,"RNA","Matched"
"39637","BLVRA",2,"RNA","Matched"
"39638","BLVRB",1,"RNA","Matched"
"39639","BLZF1",2,"RNA","Matched"
"39640","BMI1",3,"RNA","Matched"
"39641","BMP1",2,"RNA","Matched"
"39642","BMP10",3,"RNA","Matched"
"39643","BMP15",3,"RNA","Matched"
"39644","BMP2",4,"RNA","Matched"
"39645","BMP2K",4,"RNA","Matched"
"39646","BMP3",3,"RNA","Matched"
"39647","BMP4",4,"RNA","Matched"
"39648","BMP5",3,"RNA","Matched"
"39649","BMP6",2,"RNA","Matched"
"39650","BMP7",4,"RNA","Matched"
"39651","BMP8A",3,"RNA","Matched"
"39652","BMP8B",2,"RNA","Matched"
"39653","BMPER",4,"RNA","Matched"
"39654","BMPR1A",4,"RNA","Matched"
"39655","BMPR1B",2,"RNA","Matched"
"39656","BMPR2",3,"RNA","Matched"
"39657","BMX",3,"RNA","Matched"
"39658","BNC1",1,"RNA","Matched"
"39659","BNC2",3,"RNA","Matched"
"39660","BNIP1",3,"RNA","Matched"
"39661","BNIP2",3,"RNA","Matched"
"39662","BNIP3L",2,"RNA","Matched"
"39663","BOC",3,"RNA","Matched"
"39664","BOD1",3,"RNA","Matched"
"39665","BOD1L1",1,"RNA","Matched"
"39666","BOD1L2",1,"RNA","Matched"
"39667","BOK",4,"RNA","Matched"
"39668","BOLA2",1,"RNA","Matched"
"39669","BOLA2B",1,"RNA","Matched"
"39670","BOLL",4,"RNA","Matched"
"39671","BOP1",2,"RNA","Matched"
"39672","BORA",1,"RNA","Matched"
"39673","BPGM",1,"RNA","Matched"
"39674","BPHL",2,"RNA","Matched"
"39675","BPI",1,"RNA","Matched"
"39676","BPIFA1",1,"RNA","Matched"
"39677","BPIFB2",3,"RNA","Matched"
"39678","BPIFB3",1,"RNA","Matched"
"39679","BPIFB4",1,"RNA","Matched"
"39680","BPIFC",2,"RNA","Matched"
"39681","BPNT1",1,"RNA","Matched"
"39682","BPTF",3,"RNA","Matched"
"39683","BPY2B",1,"RNA","Matched"
"39684","BRAF",2,"RNA","Matched"
"39685","BRAP",4,"RNA","Matched"
"39686","BRAT1",1,"RNA","Matched"
"39687","BRCA1",3,"RNA","Matched"
"39688","BRCA2",1,"RNA","Matched"
"39689","BRCC3",3,"RNA","Matched"
"39690","BRD1",3,"RNA","Matched"
"39691","BRD2",4,"RNA","Matched"
"39692","BRD3",2,"RNA","Matched"
"39693","BRD4",3,"RNA","Matched"
"39694","BRD7",3,"RNA","Matched"
"39695","BRD8",4,"RNA","Matched"
"39696","BRD9",3,"RNA","Matched"
"39697","BRDT",2,"RNA","Matched"
"39698","BRE",3,"RNA","Matched"
"39699","BRF1",1,"RNA","Matched"
"39700","BRF2",1,"RNA","Matched"
"39701","BRI3",1,"RNA","Matched"
"39702","BRI3BP",2,"RNA","Matched"
"39703","BRICD5",3,"RNA","Matched"
"39704","BRINP1",2,"RNA","Matched"
"39705","BRINP2",3,"RNA","Matched"
"39706","BRINP3",2,"RNA","Matched"
"39707","BRIP1",2,"RNA","Matched"
"39708","BRIX1",2,"RNA","Matched"
"39709","BRK1",3,"RNA","Matched"
"39710","BRMS1",3,"RNA","Matched"
"39711","BRMS1L",4,"RNA","Matched"
"39712","BROX",3,"RNA","Matched"
"39713","BRPF1",2,"RNA","Matched"
"39714","BRPF3",3,"RNA","Matched"
"39715","BRS3",2,"RNA","Matched"
"39716","BRSK1",4,"RNA","Matched"
"39717","BRSK2",1,"RNA","Matched"
"39718","BRWD1",2,"RNA","Matched"
"39719","BRWD3",3,"RNA","Matched"
"39720","BSCL2",2,"RNA","Matched"
"39721","BSDC1",2,"RNA","Matched"
"39722","BSN",2,"RNA","Matched"
"39723","BSND",2,"RNA","Matched"
"39724","BSPH1",1,"RNA","Matched"
"39725","BSPRY",4,"RNA","Matched"
"39726","BST1",1,"RNA","Matched"
"39727","BST2",3,"RNA","Matched"
"39728","BSX",2,"RNA","Matched"
"39729","BTAF1",4,"RNA","Matched"
"39730","BTBD1",3,"RNA","Matched"
"39731","BTBD10",3,"RNA","Matched"
"39732","BTBD11",3,"RNA","Matched"
"39733","BTBD17",1,"RNA","Matched"
"39734","BTBD18",2,"RNA","Matched"
"39735","BTBD19",2,"RNA","Matched"
"39736","BTBD2",2,"RNA","Matched"
"39737","BTBD3",4,"RNA","Matched"
"39738","BTBD6",4,"RNA","Matched"
"39739","BTBD7",3,"RNA","Matched"
"39740","BTBD8",4,"RNA","Matched"
"39741","BTBD9",2,"RNA","Matched"
"39742","BTC",3,"RNA","Matched"
"39743","BTD",2,"RNA","Matched"
"39744","BTF3",4,"RNA","Matched"
"39745","BTF3L4",4,"RNA","Matched"
"39746","BTG1",2,"RNA","Matched"
"39747","BTG2",2,"RNA","Matched"
"39748","BTG3",3,"RNA","Matched"
"39749","BTG4",3,"RNA","Matched"
"39750","BTK",3,"RNA","Matched"
"39751","BTLA",2,"RNA","Matched"
"39752","BTN1A1",2,"RNA","Matched"
"39753","BTN2A1",1,"RNA","Matched"
"39754","BTN3A1",2,"RNA","Matched"
"39755","BTN3A2",1,"RNA","Matched"
"39756","BTN3A3",1,"RNA","Matched"
"39757","BTNL8",1,"RNA","Matched"
"39758","BTRC",3,"RNA","Matched"
"39759","BUB1",2,"RNA","Matched"
"39760","BUB1B",1,"RNA","Matched"
"39761","BUB3",3,"RNA","Matched"
"39762","BUD13",2,"RNA","Matched"
"39763","BUD31",2,"RNA","Matched"
"39764","BVES",3,"RNA","Matched"
"39765","BYSL",3,"RNA","Matched"
"39766","BZRAP1",1,"RNA","Matched"
"39767","BZW1",3,"RNA","Matched"
"39768","BZW2",4,"RNA","Matched"
"39769","C10orf10",1,"RNA","Matched"
"39770","C10orf107",2,"RNA","Matched"
"39771","C10orf111",2,"RNA","Matched"
"39772","C10orf113",2,"RNA","Matched"
"39773","C10orf12",1,"RNA","Matched"
"39774","C10orf120",2,"RNA","Matched"
"39775","C10orf126",1,"RNA","Matched"
"39776","C10orf128",1,"RNA","Matched"
"39777","C10orf131",1,"RNA","Matched"
"39778","C10orf2",3,"RNA","Matched"
"39779","C10orf25",2,"RNA","Matched"
"39780","C10orf32",1,"RNA","Matched"
"39781","C10orf35",3,"RNA","Matched"
"39782","C10orf53",1,"RNA","Matched"
"39783","C10orf54",2,"RNA","Matched"
"39784","C10orf55",2,"RNA","Matched"
"39785","C10orf71",2,"RNA","Matched"
"39786","C10orf76",4,"RNA","Matched"
"39787","C10orf88",1,"RNA","Matched"
"39788","C10orf90",1,"RNA","Matched"
"39789","C10orf95",1,"RNA","Matched"
"39790","C10orf99",1,"RNA","Matched"
"39791","C11orf1",1,"RNA","Matched"
"39792","C11orf16",1,"RNA","Matched"
"39793","C11orf21",1,"RNA","Matched"
"39794","C11orf24",1,"RNA","Matched"
"39795","C11orf30",4,"RNA","Matched"
"39796","C11orf44",1,"RNA","Matched"
"39797","C11orf49",3,"RNA","Matched"
"39798","C11orf53",1,"RNA","Matched"
"39799","C11orf54",1,"RNA","Matched"
"39800","C11orf57",4,"RNA","Matched"
"39801","C11orf58",2,"RNA","Matched"
"39802","C11orf63",2,"RNA","Matched"
"39803","C11orf65",1,"RNA","Matched"
"39804","C11orf68",2,"RNA","Matched"
"39805","C11orf70",2,"RNA","Matched"
"39806","C11orf73",4,"RNA","Matched"
"39807","C11orf74",1,"RNA","Matched"
"39808","C11orf80",1,"RNA","Matched"
"39809","C11orf84",3,"RNA","Matched"
"39810","C11orf85",3,"RNA","Matched"
"39811","C11orf86",3,"RNA","Matched"
"39812","C11orf87",3,"RNA","Matched"
"39813","C11orf88",3,"RNA","Matched"
"39814","C11orf91",3,"RNA","Matched"
"39815","C11orf94",3,"RNA","Matched"
"39816","C11orf95",2,"RNA","Matched"
"39817","C11orf96",4,"RNA","Matched"
"39818","C11orf97",1,"RNA","Matched"
"39819","C11orf98",3,"RNA","Matched"
"39820","C12orf10",3,"RNA","Matched"
"39821","C12orf29",3,"RNA","Matched"
"39822","C12orf40",3,"RNA","Matched"
"39823","C12orf43",1,"RNA","Matched"
"39824","C12orf45",1,"RNA","Matched"
"39825","C12orf49",3,"RNA","Matched"
"39826","C12orf50",4,"RNA","Matched"
"39827","C12orf54",3,"RNA","Matched"
"39828","C12orf56",1,"RNA","Matched"
"39829","C12orf57",1,"RNA","Matched"
"39830","C12orf60",1,"RNA","Matched"
"39831","C12orf65",3,"RNA","Matched"
"39832","C12orf66",2,"RNA","Matched"
"39833","C12orf71",1,"RNA","Matched"
"39834","C12orf73",1,"RNA","Matched"
"39835","C12orf74",1,"RNA","Matched"
"39836","C12orf75",2,"RNA","Matched"
"39837","C12orf76",1,"RNA","Matched"
"39838","C12orf79",1,"RNA","Matched"
"39839","C12orf80",1,"RNA","Matched"
"39840","C14orf1",3,"RNA","Matched"
"39841","C14orf105",2,"RNA","Matched"
"39842","C14orf119",3,"RNA","Matched"
"39843","C14orf132",3,"RNA","Matched"
"39844","C14orf142",1,"RNA","Matched"
"39845","C14orf166",4,"RNA","Matched"
"39846","C14orf169",1,"RNA","Matched"
"39847","C14orf178",2,"RNA","Matched"
"39848","C14orf2",4,"RNA","Matched"
"39849","C14orf28",3,"RNA","Matched"
"39850","C14orf39",2,"RNA","Matched"
"39851","C14orf80",2,"RNA","Matched"
"39852","C14orf93",2,"RNA","Matched"
"39853","C15orf26",2,"RNA","Matched"
"39854","C15orf27",3,"RNA","Matched"
"39855","C15orf32",1,"RNA","Matched"
"39856","C15orf38-AP3S2",3,"RNA","Matched"
"39857","C15orf40",1,"RNA","Matched"
"39858","C15orf43",3,"RNA","Matched"
"39859","C15orf48",1,"RNA","Matched"
"39860","C15orf52",2,"RNA","Matched"
"39861","C15orf53",1,"RNA","Matched"
"39862","C15orf54",1,"RNA","Matched"
"39863","C15orf56",2,"RNA","Matched"
"39864","C15orf57",2,"RNA","Matched"
"39865","C15orf59",3,"RNA","Matched"
"39866","C15orf61",3,"RNA","Matched"
"39867","C15orf62",1,"RNA","Matched"
"39868","C15orf65",3,"RNA","Matched"
"39869","C16orf13",2,"RNA","Matched"
"39870","C16orf45",3,"RNA","Matched"
"39871","C16orf47",3,"RNA","Matched"
"39872","C16orf52",3,"RNA","Matched"
"39873","C16orf54",1,"RNA","Matched"
"39874","C16orf58",3,"RNA","Matched"
"39875","C16orf59",1,"RNA","Matched"
"39876","C16orf62",1,"RNA","Matched"
"39877","C16orf70",2,"RNA","Matched"
"39878","C16orf71",2,"RNA","Matched"
"39879","C16orf72",3,"RNA","Matched"
"39880","C16orf74",3,"RNA","Matched"
"39881","C16orf78",2,"RNA","Matched"
"39882","C16orf82",2,"RNA","Matched"
"39883","C16orf86",2,"RNA","Matched"
"39884","C16orf87",3,"RNA","Matched"
"39885","C16orf89",1,"RNA","Matched"
"39886","C16orf91",1,"RNA","Matched"
"39887","C16orf92",1,"RNA","Matched"
"39888","C16orf93",2,"RNA","Matched"
"39889","C16orf95",1,"RNA","Matched"
"39890","C16orf96",1,"RNA","Matched"
"39891","C17orf100",3,"RNA","Matched"
"39892","C17orf102",2,"RNA","Matched"
"39893","C17orf104",1,"RNA","Matched"
"39894","C17orf105",2,"RNA","Matched"
"39895","C17orf107",2,"RNA","Matched"
"39896","C17orf112",2,"RNA","Matched"
"39897","C17orf47",2,"RNA","Matched"
"39898","C17orf49",3,"RNA","Matched"
"39899","C17orf50",2,"RNA","Matched"
"39900","C17orf53",2,"RNA","Matched"
"39901","C17orf58",3,"RNA","Matched"
"39902","C17orf59",1,"RNA","Matched"
"39903","C17orf62",1,"RNA","Matched"
"39904","C17orf64",1,"RNA","Matched"
"39905","C17orf67",1,"RNA","Matched"
"39906","C17orf70",1,"RNA","Matched"
"39907","C17orf74",1,"RNA","Matched"
"39908","C17orf75",3,"RNA","Matched"
"39909","C17orf78",1,"RNA","Matched"
"39910","C17orf80",2,"RNA","Matched"
"39911","C17orf85",1,"RNA","Matched"
"39912","C17orf89",1,"RNA","Matched"
"39913","C17orf96",2,"RNA","Matched"
"39914","C17orf98",2,"RNA","Matched"
"39915","C18orf21",1,"RNA","Matched"
"39916","C18orf25",2,"RNA","Matched"
"39917","C18orf32",1,"RNA","Matched"
"39918","C18orf42",3,"RNA","Matched"
"39919","C18orf54",2,"RNA","Matched"
"39920","C18orf63",2,"RNA","Matched"
"39921","C18orf65",3,"RNA","Matched"
"39922","C18orf8",2,"RNA","Matched"
"39923","C19orf12",3,"RNA","Matched"
"39924","C19orf18",1,"RNA","Matched"
"39925","C19orf24",2,"RNA","Matched"
"39926","C19orf25",3,"RNA","Matched"
"39927","C19orf26",3,"RNA","Matched"
"39928","C19orf33",1,"RNA","Matched"
"39929","C19orf35",1,"RNA","Matched"
"39930","C19orf38",2,"RNA","Matched"
"39931","C19orf40",2,"RNA","Matched"
"39932","C19orf43",3,"RNA","Matched"
"39933","C19orf44",1,"RNA","Matched"
"39934","C19orf45",2,"RNA","Matched"
"39935","C19orf47",2,"RNA","Matched"
"39936","C19orf48",2,"RNA","Matched"
"39937","C19orf52",2,"RNA","Matched"
"39938","C19orf53",3,"RNA","Matched"
"39939","C19orf54",1,"RNA","Matched"
"39940","C19orf57",1,"RNA","Matched"
"39941","C19orf60",3,"RNA","Matched"
"39942","C19orf66",3,"RNA","Matched"
"39943","C19orf67",2,"RNA","Matched"
"39944","C19orf70",1,"RNA","Matched"
"39945","C19orf73",3,"RNA","Matched"
"39946","C19orf80",1,"RNA","Matched"
"39947","C19orf81",1,"RNA","Matched"
"39948","C19orf84",1,"RNA","Matched"
"39949","C1D",3,"RNA","Matched"
"39950","C1GALT1",1,"RNA","Matched"
"39951","C1GALT1C1L",2,"RNA","Matched"
"39952","C1QA",3,"RNA","Matched"
"39953","C1QB",2,"RNA","Matched"
"39954","C1QBP",3,"RNA","Matched"
"39955","C1QC",2,"RNA","Matched"
"39956","C1QL1",3,"RNA","Matched"
"39957","C1QL2",2,"RNA","Matched"
"39958","C1QL3",4,"RNA","Matched"
"39959","C1QL4",4,"RNA","Matched"
"39960","C1QTNF1",2,"RNA","Matched"
"39961","C1QTNF2",3,"RNA","Matched"
"39962","C1QTNF3",3,"RNA","Matched"
"39963","C1QTNF4",2,"RNA","Matched"
"39964","C1QTNF5",4,"RNA","Matched"
"39965","C1QTNF6",2,"RNA","Matched"
"39966","C1QTNF7",3,"RNA","Matched"
"39967","C1QTNF8",1,"RNA","Matched"
"39968","C1QTNF9",2,"RNA","Matched"
"39969","C1QTNF9B",2,"RNA","Matched"
"39970","C1QTNF9B-AS1",4,"RNA","Matched"
"39971","C1RL",1,"RNA","Matched"
"39972","C1S",1,"RNA","Matched"
"39973","C1orf100",1,"RNA","Matched"
"39974","C1orf105",2,"RNA","Matched"
"39975","C1orf106",2,"RNA","Matched"
"39976","C1orf109",2,"RNA","Matched"
"39977","C1orf110",2,"RNA","Matched"
"39978","C1orf111",1,"RNA","Matched"
"39979","C1orf112",2,"RNA","Matched"
"39980","C1orf116",3,"RNA","Matched"
"39981","C1orf122",4,"RNA","Matched"
"39982","C1orf123",4,"RNA","Matched"
"39983","C1orf127",2,"RNA","Matched"
"39984","C1orf141",2,"RNA","Matched"
"39985","C1orf146",3,"RNA","Matched"
"39986","C1orf158",2,"RNA","Matched"
"39987","C1orf159",2,"RNA","Matched"
"39988","C1orf162",2,"RNA","Matched"
"39989","C1orf167",1,"RNA","Matched"
"39990","C1orf168",2,"RNA","Matched"
"39991","C1orf174",3,"RNA","Matched"
"39992","C1orf177",1,"RNA","Matched"
"39993","C1orf185",1,"RNA","Matched"
"39994","C1orf186",1,"RNA","Matched"
"39995","C1orf189",1,"RNA","Matched"
"39996","C1orf194",2,"RNA","Matched"
"39997","C1orf195",1,"RNA","Matched"
"39998","C1orf198",3,"RNA","Matched"
"39999","C1orf204",1,"RNA","Matched"
"40000","C1orf21",4,"RNA","Matched"
"40001","C1orf210",2,"RNA","Matched"
"40002","C1orf216",2,"RNA","Matched"
"40003","C1orf226",1,"RNA","Matched"
"40004","C1orf228",1,"RNA","Matched"
"40005","C1orf233",3,"RNA","Matched"
"40006","C1orf234",2,"RNA","Matched"
"40007","C1orf27",4,"RNA","Matched"
"40008","C1orf43",2,"RNA","Matched"
"40009","C1orf50",1,"RNA","Matched"
"40010","C1orf52",3,"RNA","Matched"
"40011","C1orf61",2,"RNA","Matched"
"40012","C1orf64",1,"RNA","Matched"
"40013","C1orf68",1,"RNA","Matched"
"40014","C1orf86",2,"RNA","Matched"
"40015","C1orf87",2,"RNA","Matched"
"40016","C1orf94",1,"RNA","Matched"
"40017","C1orf95",4,"RNA","Matched"
"40018","C2",2,"RNA","Matched"
"40019","C20orf144",1,"RNA","Matched"
"40020","C20orf173",1,"RNA","Matched"
"40021","C20orf194",2,"RNA","Matched"
"40022","C20orf195",1,"RNA","Matched"
"40023","C20orf196",2,"RNA","Matched"
"40024","C20orf197",2,"RNA","Matched"
"40025","C20orf203",1,"RNA","Matched"
"40026","C20orf24",2,"RNA","Matched"
"40027","C20orf27",1,"RNA","Matched"
"40028","C20orf78",1,"RNA","Matched"
"40029","C20orf85",2,"RNA","Matched"
"40030","C20orf96",1,"RNA","Matched"
"40031","C21orf140",2,"RNA","Matched"
"40032","C21orf2",1,"RNA","Matched"
"40033","C21orf33",2,"RNA","Matched"
"40034","C21orf59",3,"RNA","Matched"
"40035","C21orf62",1,"RNA","Matched"
"40036","C21orf91",2,"RNA","Matched"
"40037","C22orf23",1,"RNA","Matched"
"40038","C22orf24",2,"RNA","Matched"
"40039","C22orf31",4,"RNA","Matched"
"40040","C22orf39",1,"RNA","Matched"
"40041","C22orf46",2,"RNA","Matched"
"40042","C2CD2L",3,"RNA","Matched"
"40043","C2CD3",2,"RNA","Matched"
"40044","C2CD4A",2,"RNA","Matched"
"40045","C2CD4B",3,"RNA","Matched"
"40046","C2CD4C",1,"RNA","Matched"
"40047","C2CD4D",2,"RNA","Matched"
"40048","C2CD5",3,"RNA","Matched"
"40049","C2orf15",2,"RNA","Matched"
"40050","C2orf16",2,"RNA","Matched"
"40051","C2orf27A",1,"RNA","Matched"
"40052","C2orf40",2,"RNA","Matched"
"40053","C2orf42",3,"RNA","Matched"
"40054","C2orf47",1,"RNA","Matched"
"40055","C2orf49",2,"RNA","Matched"
"40056","C2orf50",1,"RNA","Matched"
"40057","C2orf54",2,"RNA","Matched"
"40058","C2orf57",1,"RNA","Matched"
"40059","C2orf61",1,"RNA","Matched"
"40060","C2orf66",2,"RNA","Matched"
"40061","C2orf68",4,"RNA","Matched"
"40062","C2orf69",2,"RNA","Matched"
"40063","C2orf70",1,"RNA","Matched"
"40064","C2orf71",1,"RNA","Matched"
"40065","C2orf72",2,"RNA","Matched"
"40066","C2orf74",3,"RNA","Matched"
"40067","C2orf76",3,"RNA","Matched"
"40068","C2orf78",3,"RNA","Matched"
"40069","C2orf80",2,"RNA","Matched"
"40070","C2orf81",1,"RNA","Matched"
"40071","C2orf82",4,"RNA","Matched"
"40072","C2orf83",3,"RNA","Matched"
"40073","C2orf88",1,"RNA","Matched"
"40074","C2orf91",1,"RNA","Matched"
"40075","C3",1,"RNA","Matched"
"40076","C3AR1",2,"RNA","Matched"
"40077","C3orf14",3,"RNA","Matched"
"40078","C3orf17",4,"RNA","Matched"
"40079","C3orf18",4,"RNA","Matched"
"40080","C3orf20",1,"RNA","Matched"
"40081","C3orf22",2,"RNA","Matched"
"40082","C3orf30",1,"RNA","Matched"
"40083","C3orf33",2,"RNA","Matched"
"40084","C3orf35",2,"RNA","Matched"
"40085","C3orf38",3,"RNA","Matched"
"40086","C3orf52",2,"RNA","Matched"
"40087","C3orf56",1,"RNA","Matched"
"40088","C3orf58",2,"RNA","Matched"
"40089","C3orf62",3,"RNA","Matched"
"40090","C3orf67",3,"RNA","Matched"
"40091","C3orf70",1,"RNA","Matched"
"40092","C3orf80",4,"RNA","Matched"
"40093","C3orf84",4,"RNA","Matched"
"40094","C4A",3,"RNA","Matched"
"40095","C4B",1,"RNA","Matched"
"40096","C4BPA",1,"RNA","Matched"
"40097","C4BPB",3,"RNA","Matched"
"40098","C4orf17",2,"RNA","Matched"
"40099","C4orf19",3,"RNA","Matched"
"40100","C4orf22",4,"RNA","Matched"
"40101","C4orf26",1,"RNA","Matched"
"40102","C4orf27",2,"RNA","Matched"
"40103","C4orf29",4,"RNA","Matched"
"40104","C4orf32",1,"RNA","Matched"
"40105","C4orf33",2,"RNA","Matched"
"40106","C4orf36",1,"RNA","Matched"
"40107","C4orf45",2,"RNA","Matched"
"40108","C4orf46",3,"RNA","Matched"
"40109","C4orf47",2,"RNA","Matched"
"40110","C4orf48",2,"RNA","Matched"
"40111","C4orf51",1,"RNA","Matched"
"40112","C5",1,"RNA","Matched"
"40113","C5AR1",1,"RNA","Matched"
"40114","C5orf15",2,"RNA","Matched"
"40115","C5orf22",2,"RNA","Matched"
"40116","C5orf24",4,"RNA","Matched"
"40117","C5orf28",3,"RNA","Matched"
"40118","C5orf30",4,"RNA","Matched"
"40119","C5orf34",1,"RNA","Matched"
"40120","C5orf38",3,"RNA","Matched"
"40121","C5orf42",3,"RNA","Matched"
"40122","C5orf46",3,"RNA","Matched"
"40123","C5orf49",1,"RNA","Matched"
"40124","C5orf51",3,"RNA","Matched"
"40125","C5orf63",1,"RNA","Matched"
"40126","C5orf66",2,"RNA","Matched"
"40127","C5orf67",2,"RNA","Matched"
"40128","C6",1,"RNA","Matched"
"40129","C6orf1",2,"RNA","Matched"
"40130","C6orf106",3,"RNA","Matched"
"40131","C6orf118",2,"RNA","Matched"
"40132","C6orf120",1,"RNA","Matched"
"40133","C6orf132",3,"RNA","Matched"
"40134","C6orf136",4,"RNA","Matched"
"40135","C6orf163",3,"RNA","Matched"
"40136","C6orf165",2,"RNA","Matched"
"40137","C6orf201",2,"RNA","Matched"
"40138","C6orf203",1,"RNA","Matched"
"40139","C6orf223",1,"RNA","Matched"
"40140","C6orf226",1,"RNA","Matched"
"40141","C6orf229",1,"RNA","Matched"
"40142","C6orf25",4,"RNA","Matched"
"40143","C6orf48",1,"RNA","Matched"
"40144","C6orf52",3,"RNA","Matched"
"40145","C6orf58",3,"RNA","Matched"
"40146","C6orf62",4,"RNA","Matched"
"40147","C6orf7",1,"RNA","Matched"
"40148","C6orf89",1,"RNA","Matched"
"40149","C6orf99",2,"RNA","Matched"
"40150","C7",2,"RNA","Matched"
"40151","C7orf25",3,"RNA","Matched"
"40152","C7orf26",2,"RNA","Matched"
"40153","C7orf31",1,"RNA","Matched"
"40154","C7orf33",1,"RNA","Matched"
"40155","C7orf34",2,"RNA","Matched"
"40156","C7orf43",3,"RNA","Matched"
"40157","C7orf50",2,"RNA","Matched"
"40158","C7orf55",2,"RNA","Matched"
"40159","C7orf55-LUC7L2",2,"RNA","Matched"
"40160","C7orf57",2,"RNA","Matched"
"40161","C7orf60",3,"RNA","Matched"
"40162","C7orf61",1,"RNA","Matched"
"40163","C7orf62",2,"RNA","Matched"
"40164","C7orf66",1,"RNA","Matched"
"40165","C7orf69",2,"RNA","Matched"
"40166","C7orf71",1,"RNA","Matched"
"40167","C7orf72",3,"RNA","Matched"
"40168","C7orf73",1,"RNA","Matched"
"40169","C8A",1,"RNA","Matched"
"40170","C8B",2,"RNA","Matched"
"40171","C8G",3,"RNA","Matched"
"40172","C8orf22",2,"RNA","Matched"
"40173","C8orf33",2,"RNA","Matched"
"40174","C8orf34",4,"RNA","Matched"
"40175","C8orf37",3,"RNA","Matched"
"40176","C8orf4",1,"RNA","Matched"
"40177","C8orf44",2,"RNA","Matched"
